"Number","Location","Species","Wood Type","CTW Tmin","CTW Tmax","Latitude","Longitude","Slope April:June Tmax","P-value April:June Tmax","Slope April:June-July Tmax","P-value April:June-July Tmax","Slope April:May-August Tmax","P-value April:May-August Tmax"
100,"Donaldson Woods Nature Preserve, IN","Quercus alba","RP",5.52100849,19.11092478,38.73,-86.42,-0.00265299867722896,1.13470845885777e-09,-0.00295566409431839,1.23040508818221e-08,-0.00344388800908586,7.04860758197962e-09
101,"Donaldson Woods Nature Preserve, IN","Quercus rubra","RP",5.52100849,19.11092478,38.73,-86.42,-0.00191004767789211,3.63024246396244e-07,-0.0022876593804712,2.2466262273668e-07,-0.00237767020960984,3.67791756945003e-06
102,"Donaldson Woods Nature Preserve, IN","Quercus velutina","RP",5.52100849,19.11092478,38.73,-86.42,-0.00227317311153158,1.81541671332284e-09,-0.00246474287798277,4.95863793067128e-08,-0.00270648560801217,2.23719783627598e-07
103,"Pionner Mothers Research Natural Area, IN","Carya ovata","RP",5.52100849,19.11092478,38.54,-86.45,-0.00282647221257648,1.92847842870796e-07,-0.00310657582943834,1.7583357484319e-06,-0.00364208238536752,9.24003757936285e-07
104,"Pionner Mothers Research Natural Area, IN","Quercus alba","RP",5.52100849,19.11092478,38.54,-86.45,-0.00292062409366846,3.30829152447375e-12,-0.00317177087919728,7.62378074505186e-10,-0.00322977572234073,8.87778690109085e-08
105,"Pionner Mothers Research Natural Area, IN","Quercus rubra","RP",5.52100849,19.11092478,38.54,-86.45,-0.00272250642281346,3.49860085330239e-12,-0.00309976801126573,3.8047287100853e-11,-0.00307474019113006,2.51606917777971e-08
106,"Babler, MO","Carya ovata","RP",7.336134542,19.21932809,38.620428,-90.694719,-0.00223400640389991,5.93460325438017e-07,-0.00254480999244762,2.5655741973535e-06,-0.00263768836374295,5.42952337551852e-05
107,"Babler, MO","Quercus alba","RP",7.336134542,19.21932809,38.620428,-90.694719,-0.00284195759830195,5.70388455223283e-14,-0.00354447917027947,1.89272999782278e-15,-0.00418053850780719,4.41600383278542e-15
108,"Beall Woods, IL","Fraxinus americana","RP",7.317647175,19.22352972,38.349771,-87.828127,-0.00219866559474896,8.59689363323109e-08,-0.00252931201747687,5.71442372559172e-07,-0.00303386986525607,3.14297918160015e-07
109,"Beall Woods, IL","Quercus alba","RP",7.317647175,19.22352972,38.349771,-87.828127,-0.00255915252673244,1.04098338244729e-09,-0.00274547739401264,1.42767834121557e-07,-0.0031951363184656,1.86198421498647e-07
110,"Saunders, IN","Carya ovata","RP",7.317647175,19.22352972,38.37071,-87.717271,-0.00230950637271399,2.44253324951678e-06,-0.002717882282361,6.20433781705051e-06,-0.00241581003931589,0.000807727645339265
111,"Saunders, IN","Quercus Pagoda","RP",7.317647175,19.22352972,38.37071,-87.717271,NA,NA,NA,NA,NA,NA
112,"Joyce Kilmer, NC","Quercus rubra","RP",5.268907665,19.39916002,35.358468,-83.930323,0.000215236076550605,0.637524222116481,0.00029160027528319,0.608778309790133,0.000434216793147132,0.538195391530924
113,"Joyce Kilmer, NC","Quercus rubra","RP",5.304201752,19.6159668,35.59803,-83.422387,-0.000235119967312829,0.547416688004042,-0.00018584936061971,0.705878999049881,0.000351021658264296,0.556965959640909
114,"Greenbriar, TN","Quercus mongolica","RP",5.304201752,19.6159668,35.706691,-83.33878,-0.000567688360928629,0.164669240641551,-0.000550742316545135,0.285308257471709,-0.00103995500999504,0.0953758226013366
115,"Blanton Forest, KY","Quercus alba","RP",5.65630263,19.76722731,36.875187,-83.360369,-0.00135985571707494,6.36493008871457e-09,-0.00154420376945441,5.46406307240649e-08,-0.00093100220063182,0.00581705698351195
116,"Blanton Forest, KY","Quercus mongolica","RP",5.65630263,19.76722731,36.875187,-83.360369,-0.000979565874998934,1.38046854280821e-05,-0.000926980366608041,0.000711363527327514,-0.00026545756115031,0.410562512327252
117,"Hemmer, IN","Carya ovata","RP",7.348739628,19.79916011,38.229087,-87.366519,-0.00264079676854244,7.97223266459824e-08,-0.00301872464576168,4.24005555782022e-07,-0.00339681727119932,1.43145373104723e-06
118,"Hemmer, IN","Quercus alba","RP",7.348739628,19.79916011,38.229087,-87.366519,-0.00338287711151549,7.45157656645873e-13,-0.00376377523006192,8.19566442726255e-11,-0.004123456620887,2.26639047631007e-09
119,"Bear Island, MD","Carya glabra","RP",7.004201799,19.79916015,38.98456667,-77.24231667,NA,NA,NA,NA,NA,NA
120,"Smithsonian Conservation Biology Institute, VA","Carya cordiformis","RP",5.006896621,19.8094831,38.8935,-78.1454,NA,NA,NA,NA,NA,NA
121,"Smithsonian Conservation Biology Institute, VA","Carya glabra","RP",5.006896621,19.8094831,38.8935,-78.1454,NA,NA,NA,NA,NA,NA
122,"Smithsonian Conservation Biology Institute, VA","Carya ovata","RP",5.006896621,19.8094831,38.8935,-78.1454,NA,NA,NA,NA,NA,NA
123,"Smithsonian Conservation Biology Institute, VA",NA,"RP",5.006896621,19.8094831,38.8935,-78.1454,NA,NA,NA,NA,NA,NA
124,"Smithsonian Conservation Biology Institute, VA","Fraxinus americana","RP",5.006896621,19.8094831,38.8935,-78.1454,NA,NA,NA,NA,NA,NA
125,"Smithsonian Conservation Biology Institute, VA","Fraxinus nigra","RP",5.006896621,19.8094831,38.8935,-78.1454,NA,NA,NA,NA,NA,NA
126,"Smithsonian Conservation Biology Institute, VA","Quercus alba","RP",5.006896621,19.8094831,38.8935,-78.1454,NA,NA,NA,NA,NA,NA
127,"Smithsonian Conservation Biology Institute, VA","Quercus prinus","RP",5.006896621,19.8094831,38.8935,-78.1454,NA,NA,NA,NA,NA,NA
128,"Smithsonian Conservation Biology Institute, VA","Quercus rubra","RP",5.006896621,19.8094831,38.8935,-78.1454,NA,NA,NA,NA,NA,NA
129,"Smithsonian Conservation Biology Institute, VA","Quercus velutina","RP",5.006896621,19.8094831,38.8935,-78.1454,NA,NA,NA,NA,NA,NA
130,"Blue Ridge Parkway, VA","Quercus mongolica","RP",5.067226971,19.85546265,37.53643333,-79.49488333,NA,NA,NA,NA,NA,NA
131,"Fiddler's Green, VA","Carya ovata","RP",5.067226971,19.85546265,37.77071667,-79.2416,NA,NA,NA,NA,NA,NA
132,"Fiddler's Green, VA","Quercus rubra","RP",5.067226971,19.85546265,37.76943333,-79.24151667,NA,NA,NA,NA,NA,NA
133,"Irish Creek, VA","Quercus alba","RP",5.067226971,19.85546265,37.67546667,-79.28803333,NA,NA,NA,NA,NA,NA
134,"Irish Creek, VA","Quercus mongolica","RP",5.067226971,19.85546265,37.67546667,-79.28803333,NA,NA,NA,NA,NA,NA
135,"Mt Pleasant, VA","Carya glabra","RP",5.067226971,19.85546265,37.73505,-79.22396667,NA,NA,NA,NA,NA,NA
136,"Mt Pleasant, VA","Quercus velutina","RP",5.067226971,19.85546265,37.73505,-79.22396667,NA,NA,NA,NA,NA,NA
137,"Feryne Cliffe Nature Preserve, IL","Quercus alba","RP",7.633613602,20.57731133,37.5294,-88.9828,-0.00275025279387216,2.46121793124871e-15,-0.0029988905145871,1.56602878641402e-11,-0.00352977878904625,2.11146671787763e-11
138,"Giant City State Park, IL","Quercus alba","RP",7.57899172,20.59663911,37.6,-89.2,-0.00264020372833926,6.76761252183318e-14,-0.00291710873179512,6.67515949908726e-11,-0.00332844719657049,3.73941283839591e-10
139,"Chinquapin Ridge, TN","Quercus alba","RP",6.678991698,20.98571467,35.689201,-83.61108,-0.00104441280308906,0.00473071947749534,-0.0013702519625836,0.00290818491202988,-0.0010380260485284,0.0644714637025227
140,"Big Canoe, GA","Quercus alba","RP",8.691596756,21.98067258,34.475663,-84.329251,-0.00116961209890691,0.000168864349759392,-0.00122342060179671,0.00186933566096433,-0.00111244624714363,0.0327110933042382
141,"Three Ponds, KY","Carya tomentosa","RP",9.179832109,22.26470633,36.670247,-89.127605,-0.00178708419487699,3.97185646768223e-05,-0.00199701840961145,0.000286909720527376,-0.00255538268226932,0.000137718730927816
142,"Sipsey Wilderness, AL","Carya glabra","RP",9.513445549,22.91596674,34.357419,-87.427427,-0.00153822116845172,1.44996636136835e-08,-0.00186857663081851,6.84183663882036e-08,-0.0028959793362127,4.34086332745806e-12
143,"UMB MI Flux Site, MI","Acer rubrum","DP",-1.488235324,10.05546234,45.5598,-84.7138,-0.00268479695591323,0.0397494386683818,-0.00368383293707383,0.0220446006623212,-0.00332132631528022,0.0902553288949791
144,"UMB MI Flux Site, MI","Populus grandidentata","DP",-1.488235324,10.05546234,45.5598,-84.7138,NA,NA,NA,NA,NA,NA
145,"Goose Egg Ridge, NY","Fagus grandifolia","DP",-0.589915974,12.47479012,43.069875,-73.286652,-0.00171838298430428,0.000155844561303511,-0.00283127052877583,3.8410204087113e-06,-0.00232211553374998,0.00140199712691072
146,"Lincoln coln Mountain Sta.Forest, NY","Nyssa sylvatica","DP",0.289915971,13.01764731,43.17466667,-73.81683333,NA,NA,NA,NA,NA,NA
147,"Prospect Mountain ADKs, NY","Betula lenta","DP",0.289915971,13.01764731,43.4175,-73.729,-0.00222520006267527,0.00535095447252973,-0.0028280084499896,0.0104170410636963,-0.0041514844221696,0.000881094670047678
148,"Harvard Forest, MA","Acer rubrum","DP",0.596638667,14.38823551,42.5388,-72.1755,NA,NA,NA,NA,NA,NA
149,"Harvard Forest, MA","Betula alleghaniensis","DP",0.596638667,14.38823551,42.5388,-72.1755,NA,NA,NA,NA,NA,NA
150,"Harvard Forest LyfordPlots, MA","Acer rubrum","DP",0.596638667,14.38823551,42.53,-72.18,-0.000465314281444514,0.247852592571991,-0.00105304417024988,0.0529901406333251,-4.3548597710262e-05,0.946388168128426
151,"NorthRoundPondPlot1, NH","Acer saccharum","DP",0.596638667,14.38823551,42.84514,-72.4473,NA,NA,NA,NA,NA,NA
152,"NorthRoundPondPlot1, NH","Fagus grandifolia","DP",0.596638667,14.38823551,42.84514,-72.4473,9.4107758477809e-05,0.786308673230364,6.84903304282802e-05,0.884243660068517,0.000715151173978072,0.19875479538504
153,"NorthRoundPondPlot3, NH","Acer rubrum","DP",0.596638667,14.38823551,42.84417,-72.44976,-0.00109543943168956,0.000952540224259062,-0.00217598436850043,1.07307427058838e-06,-0.00163914030940897,0.00209694905256627
154,"NorthRoundPondPlot3, NH","Betula lenta","DP",0.596638667,14.38823551,42.84417,-72.44976,-0.00259249716669759,8.80100677587854e-05,-0.0045334133173096,3.74581209753409e-07,-0.00472080318104667,2.24346065685974e-05
155,"Bendix, IN","Acer saccharum","DP",3.583193362,14.64201705,41.664711,-86.508244,NA,NA,NA,NA,NA,NA
156,"Warren, MI","Fagus grandifolia","DP",3.583193362,14.64201705,41.827776,-86.623331,-0.00333698486657462,4.38338570884549e-08,-0.00453313948462193,2.33542229558473e-09,-0.00372181053154893,6.70676836041229e-05
157,"Alan Seeger Natural Area, PA","Liriodendron tulipifera","DP",2.962184931,14.68739521,40.69,-77.75,-0.00120160231051753,0.120934653828796,-0.00173430980155421,0.0783443210801511,-0.00158077455821376,0.170164424955651
158,"Montgomery Place, NY","Liriodendron tulipifera","DP",1.978151285,14.80504227,42.0088,-73.91875,-0.00202161991938834,3.6439590042468e-06,-0.00302374313560146,6.35620456016622e-07,-0.00379078580648522,7.04973310669909e-08
159,"Mohonk Preserve, NY","Betula lenta","DP",2.052941208,15.30000031,41.79863333,-74.11255,NA,NA,NA,NA,NA,NA
160,"Mohonk Preserve, NY","Liriodendron tulipifera","DP",2.052941208,15.30000031,41.79863333,-74.11255,NA,NA,NA,NA,NA,NA
161,"Palmaghatt1, NY","Betula alleghaniensis","DP",2.052941208,15.30000031,41.710008,-74.247273,-0.00192144341742604,9.49301014369004e-08,-0.00200144012528049,2.39194437537964e-05,-0.0016870554133152,0.00282752929434802
162,"Canterbury, IN","Liriodendron tulipifera","DP",3.496638732,15.35546246,41.126197,-85.109915,-0.00409953943135295,4.22448543137931e-10,-0.00521641997637346,3.19714145100252e-10,-0.00532465871776447,1.04705082949918e-07
163,"Oppenheim, IN","Acer saccharum","DP",3.526890805,15.4151263,41.339479,-85.763455,NA,NA,NA,NA,NA,NA
164,"Oppenheim, IN","Liriodendron tulipifera","DP",3.526890805,15.4151263,41.339479,-85.763455,-0.00296855111203388,1.63089965070426e-05,-0.00358848847991868,3.23490004459361e-05,-0.00344656120369063,0.00078274355653728
165,"Ginn, IN","Liriodendron tulipifera","DP",3.681512672,15.54621878,40.348062,-85.438848,-0.00556912689864774,6.36658688975768e-09,-0.00686758522806067,5.09107629536944e-09,-0.00611668863318895,1.45024873130046e-05
166,"Davey Woods, OH","Liriodendron tulipifera","DP",2.831932815,15.55714315,40.137556,-83.907942,-0.00437075619872872,3.66444784782122e-08,-0.00511049432131128,1.52002378073023e-07,-0.00489090726034841,3.21154549819228e-05
167,"Hueston Woods, OH","Fagus grandifolia","DP",4.352941251,16.6000003,39.578252,-84.738961,-0.00364888517919828,8.78237135844415e-09,-0.00400317487293717,3.18309991527848e-07,-0.00342855109887461,0.00022932768410798
168,"Hueston Woods, OH","Liriodendron tulipifera","DP",4.352941251,16.6000003,39.578252,-84.738961,-0.00446413607210409,4.14626186672057e-07,-0.00525034503979691,1.08809391580974e-06,-0.00503492652208064,7.10047564637578e-05
169,"Meltzer, IN","Acer saccharum","DP",4.647899226,16.80924407,39.505057,-85.669107,NA,NA,NA,NA,NA,NA
170,"Meltzer, IN","Liriodendron tulipifera","DP",4.647899226,16.80924407,39.505057,-85.669107,-0.00462313354318157,7.84483866387667e-08,-0.00585015548277906,1.09221675378083e-08,-0.00638236542427429,1.31332281409217e-07
171,"Kickapoo, IL","Acer saccharum","DP",4.780672357,17.50840365,40.138291,-87.745765,NA,NA,NA,NA,NA,NA
172,"Otter Creek, PA","Liriodendron tulipifera","DP",4.139495885,17.62605081,39.87846667,-76.38636667,NA,NA,NA,NA,NA,NA
173,"Latimer Woods, IN","Acer saccharum","DP",5.062184947,18.00672301,39.158303,-86.493394,NA,NA,NA,NA,NA,NA
174,"Latimer Woods, IN","Liriodendron tulipifera","DP",5.062184947,18.00672301,39.158303,-86.493394,-0.00339584119455685,9.45203169909417e-06,-0.00416395086668471,3.20551312837012e-06,-0.00437744262433736,4.23540583437709e-05
175,"Lily Dicky Nature Preserve, IN","Acer saccharum","DP",5.062184947,18.00672301,39.2361,-86.2204,NA,NA,NA,NA,NA,NA
176,"Lily Dicky Nature Preserve, IN","Liriodendron tulipifera","DP",5.062184947,18.00672301,39.2361,-86.2204,-0.00352864634245568,6.90107598384313e-08,-0.00412134885764876,1.03203058557171e-07,-0.00445120994983625,1.29466115209356e-06
177,"MMSF Flux Site, IN","Acer saccharum","DP",5.062184947,18.00672301,39.3232,-86.4131,NA,NA,NA,NA,NA,NA
178,"MMSF Flux Site, IN","Liriodendron tulipifera","DP",5.062184947,18.00672301,39.3232,-86.4131,-0.00227649167677236,0.00332361169265638,-0.00254088788091987,0.00524039399455792,-0.00304795155418558,0.00524801309151171
179,"Lincoln's New Salem, IL","Acer saccharum","DP",5.921848837,18.0697483,39.982858,-89.852411,NA,NA,NA,NA,NA,NA
180,"Riddle, OH","Liriodendron tulipifera","DP",4.152941237,18.12605082,39.349399,-82.072414,-0.00235975341975685,0.00182055928453357,-0.00265091111248624,0.00466495517887346,-0.00368991936174509,0.000342987930733228
181,"Hoot Woods Site Easement, IN","Liriodendron tulipifera","DP",5.340336215,18.311765,39.25,-86.89,-0.00277557979239468,2.63875435935645e-05,-0.00330696892510689,2.30745736008893e-05,-0.0028480214835875,0.0021023166470339
182,"Fox Ridge, IL","Acer saccharum","DP",6.356302629,18.64117681,39.395555,-88.161265,NA,NA,NA,NA,NA,NA
183,"MOz Flux Site, MO","Acer saccharum","DP",6.889075754,19.09747942,38.7441,-92.2,NA,NA,NA,NA,NA,NA
184,"Donaldson Woods Nature Preserve, IN","Acer saccharum","DP",5.52100849,19.11092478,38.73,-86.42,NA,NA,NA,NA,NA,NA
185,"Donaldson Woods Nature Preserve, IN","Liriodendron tulipifera","DP",5.52100849,19.11092478,38.73,-86.42,-0.0025127559420325,0.000460387976106073,-0.00327135121674458,9.93181923259338e-05,-0.00360347824967001,0.000198519639364604
186,"Pionner Mothers Research Natural Area, IN","Acer saccharum","DP",5.52100849,19.11092478,38.54,-86.45,NA,NA,NA,NA,NA,NA
187,"Pionner Mothers Research Natural Area, IN","Liriodendron tulipifera","DP",5.52100849,19.11092478,38.54,-86.45,-0.00326402294087272,1.95077600709047e-09,-0.00380543765865541,4.05815408836227e-09,-0.00399463735553546,1.04800647785237e-07
188,"Babler, MO","Acer saccharum","DP",7.336134542,19.21932809,38.620428,-90.694719,NA,NA,NA,NA,NA,NA
189,"Beall Woods, IL","Acer saccharum","DP",7.317647175,19.22352972,38.349771,-87.828127,NA,NA,NA,NA,NA,NA
190,"Beall Woods, IL","Liriodendron tulipifera","DP",7.317647175,19.22352972,38.349771,-87.828127,-0.00287991776966799,1.47475834914538e-06,-0.00345457279323535,2.42352104161514e-06,-0.0035581572944696,4.46354423389817e-05
191,"Joyce Kilmer, NC","Liriodendron tulipifera","DP",5.268907665,19.39916002,35.358468,-83.930323,-0.00142580381212926,0.0204032708427057,-0.00189047763556616,0.0135550887412084,-0.00244907446995077,0.00971556630879407
192,"Boogerman, TN","Liriodendron tulipifera","DP",5.304201752,19.6159668,35.621211,-83.086317,-0.0011802868662793,0.016247723156579,-0.00112307934185475,0.0709549078806162,-0.00109864420591509,0.146699355274714
193,"Porter's Creek, TN","Liriodendron tulipifera","DP",5.304201752,19.6159668,35.677073,-83.397134,-0.00123991380424777,0.0227389620656187,-0.00140964088059639,0.040200847927401,-0.00162724026342118,0.0513006335883539
194,"Rainbow Falls, TN","Liriodendron tulipifera","DP",5.304201752,19.6159668,35.664957,-83.463175,-0.00179338289957702,0.00201983200950377,-0.00198775140844203,0.00685345428190264,-0.00274281310839577,0.00201674673939576
195,"Hemmer, IN","Acer saccharum","DP",7.348739628,19.79916011,38.229087,-87.366519,NA,NA,NA,NA,NA,NA
196,"Smithsonian Conservation Biology Institute, VA","Fagus grandifolia","DP",5.006896621,19.8094831,38.8935,-78.1454,NA,NA,NA,NA,NA,NA
197,"Smithsonian Conservation Biology Institute, VA","Liriodendron tulipifera","DP",5.006896621,19.8094831,38.8935,-78.1454,NA,NA,NA,NA,NA,NA
198,"Fiddler's Green, VA","Liriodendron tulipifera","DP",5.067226971,19.85546265,37.76943333,-79.24151667,NA,NA,NA,NA,NA,NA
199,"Fiddler's Green, VA","Magnolia acuminata","DP",5.067226971,19.85546265,37.76868333,-79.24238333,NA,NA,NA,NA,NA,NA
200,"Wesselman, IN","Liriodendron tulipifera","DP",7.78319337,20.1210088,37.984732,-87.512485,-0.00303098303561068,2.59026462887742e-06,-0.00387462212849595,8.24334540424881e-07,-0.0044454864390233,1.62862506829711e-06
201,"Daniel Boone London District, KY","Fagus grandifolia","DP",5.928571527,20.29831973,37.13,-84.27,-0.00195833947675678,2.29237879975332e-12,-0.00216733787118031,3.09767954751901e-10,-0.00176313205386567,1.94945783331197e-05
202,"Daniel Boone London District, KY","Liriodendron tulipifera","DP",5.928571527,20.29831973,37.13,-84.27,-0.00213537183493476,3.7258274727849e-10,-0.00210657574357946,5.74497076180084e-07,-0.0019525718333693,9.58038396333509e-05
203,"Mammoth Cave, KY","Liriodendron tulipifera","DP",7.275630384,20.48739537,37.187032,-86.103961,-0.00244126021818134,1.51983726401567e-05,-0.00234951310338939,0.000835600140532012,-0.0023426151647735,0.00595071054826514
204,"Feryne Cliffe Nature Preserve, IL","Liriodendron tulipifera","DP",7.633613602,20.57731133,37.5294,-88.9828,-0.00359703981576089,1.24870172984971e-08,-0.00487674032974513,2.52233642627549e-10,-0.00527777739392024,1.09777459490501e-08
205,"Frick Creek, GA","Liriodendron tulipifera","DP",6.917647173,20.74117686,34.76,-84.3,-0.0011130194968987,0.000713220520685578,-0.000863669398389515,0.0379353461770169,-0.00109965478869433,0.0403735686670649
206,"Chinquapin Ridge, TN","Liriodendron tulipifera","DP",6.678991698,20.98571467,35.689201,-83.61108,-0.0014411367980898,0.00558405747580616,-0.00190913856662913,0.00317649360554246,-0.00180485659351398,0.0216577583705183
207,"Forge Creek, TN","Liriodendron tulipifera","DP",6.678991698,20.98571467,35.553618,-83.838504,-0.00250066205884033,1.16215451893501e-05,-0.00324459620425424,4.68789160131527e-06,-0.00390943582750556,4.74998004627112e-06
208,"Scotts Gap, TN","Liriodendron tulipifera","DP",6.678991698,20.98571467,35.594863,-83.916167,-0.00327715443998632,1.29465271476139e-06,-0.00416519909492674,7.67579661310261e-07,-0.00480258312815577,2.53747364686718e-06
